Customer_ID,Retention_Strategy,Recommended_Strategy,Churn_Probability,Projected_Churn,Lifetime_Value
CUST_DKTQRJ,Email Campaign,Re-engagement Campaign,0.04,0.0352,479.24
CUST_B2NHJD,Discount,Standard Communication,0.78,0.78,5062.21
CUST_3KBWEM,Loyalty Program,Re-engagement Campaign,0.9,0.792,3958.15
CUST_B2BXVP,Discount,Re-engagement Campaign,0.87,0.7656,5299.71
CUST_08XLDS,Discount,Discounts,0.46,0.4232,9187.71
CUST_DTM12U,Email Campaign,Standard Communication,0.25,0.25,8464.29
CUST_YZFVTK,Discount,Standard Communication,0.2,0.2,4371.52
CUST_G7ITA2,Loyalty Program,Standard Communication,0.12,0.12,945.16
CUST_W9WN0S,Discount,Standard Communication,0.95,0.95,4362.86
CUST_0NKD5K,Discount,Loyalty Programs,0.12,0.108,3418.99
CUST_G8XKJJ,Loyalty Program,Standard Communication,0.26,0.26,1948.95
CUST_9ARXQW,Loyalty Program,Discounts,0.41,0.3772,263.5
CUST_M6D498,Loyalty Program,Re-engagement Campaign,0.07,0.06160000000000001,6938.02
CUST_1VK9UU,Discount,Standard Communication,0.21,0.21,1349.55
CUST_AIDHPF,Email Campaign,Standard Communication,0.03,0.03,4452.73
CUST_HL06L7,Email Campaign,Standard Communication,0.06,0.06,1875.34
CUST_0T7PWT,Discount,Discounts,0.45,0.41400000000000003,6023.22
CUST_TSP6PQ,Loyalty Program,Re-engagement Campaign,0.97,0.8536,2059.76
CUST_EOTRIV,Discount,Discounts,0.36,0.3312,7663.59
CUST_166WPJ,Discount,Discounts,0.34,0.3128,9232.71
CUST_U3ZGUT,Discount,Re-engagement Campaign,0.63,0.5544,2315.56
CUST_QAI9ZJ,Discount,Standard Communication,0.04,0.04,8341.17
CUST_SNSMSZ,Discount,VIP Treatment,0.85,0.7224999999999999,9871.97
CUST_0RH4XW,Discount,Standard Communication,0.69,0.69,827.5
CUST_PNW2KQ,Loyalty Program,Discounts,0.48,0.4416,6298.72
CUST_ZGJ8XR,Email Campaign,Discounts,0.33,0.30360000000000004,1323.23
CUST_BRVREI,Loyalty Program,VIP Treatment,1.0,0.85,7071.55
CUST_YX1V3G,Loyalty Program,Discounts,0.32,0.2944,9160.5
CUST_KRE5MZ,Discount,VIP Treatment,0.7,0.595,9865.46
CUST_PFZR63,Email Campaign,Discounts,0.57,0.5244,842.65
CUST_7GF1VR,Discount,Standard Communication,0.08,0.08,3015.48
CUST_TTT502,Email Campaign,VIP Treatment,0.93,0.7905,9189.04
CUST_CA1QY3,Loyalty Program,Re-engagement Campaign,0.04,0.0352,9998.45
CUST_FTVG19,Loyalty Program,Discounts,0.34,0.3128,5596.51
CUST_6O4U7Q,Email Campaign,Discounts,0.35,0.322,4576.36
CUST_26M9O4,Discount,Discounts,0.51,0.4692,1449.04
CUST_DAA3Q8,Discount,Discounts,0.3,0.276,5738.28
CUST_XHBZJ5,Loyalty Program,Standard Communication,0.25,0.25,333.63
CUST_BM02DB,Discount,VIP Treatment,0.86,0.731,9110.58
CUST_NYQDER,Loyalty Program,Standard Communication,0.12,0.12,9911.77
CUST_WIC77E,Discount,VIP Treatment,0.91,0.7735,8474.4
CUST_3XQKKX,Loyalty Program,Discounts,0.46,0.4232,9840.93
CUST_GBL5W8,Email Campaign,Discounts,0.44,0.4048,1489.26
CUST_PRIBBY,Loyalty Program,Discounts,0.53,0.48760000000000003,8026.94
CUST_8CC8DB,Email Campaign,Discounts,0.38,0.3496,150.7
CUST_OW3TF3,Discount,Discounts,0.49,0.45080000000000003,9758.08
CUST_SDUT3Z,Discount,Loyalty Programs,0.11,0.099,5981.76
CUST_27033J,Email Campaign,Discounts,0.35,0.322,5631.24
CUST_VM3B2L,Loyalty Program,Discounts,0.43,0.3956,7058.18
CUST_W5A0HJ,Discount,Standard Communication,0.88,0.88,2392.33
CUST_75QGXI,Discount,Discounts,0.37,0.34040000000000004,7449.06
CUST_T30BZE,Discount,Standard Communication,0.09,0.09,6008.75
CUST_HXNMZA,Discount,VIP Treatment,0.96,0.816,7632.98
CUST_YN6BIM,Discount,Discounts,0.52,0.47840000000000005,6599.78
CUST_P0XF0L,Discount,Re-engagement Campaign,0.03,0.0264,4321.51
CUST_7UVK6Z,Email Campaign,Standard Communication,0.19,0.19,9979.43
CUST_35V453,Discount,Re-engagement Campaign,0.93,0.8184,4425.35
CUST_YSEFWK,Email Campaign,Discounts,0.58,0.5336,5584.38
CUST_HX1M0L,Discount,Discounts,0.38,0.3496,6231.29
CUST_CPYD4F,Email Campaign,Standard Communication,0.1,0.1,2780.23
CUST_FP0BZ4,Discount,Standard Communication,0.07,0.07,4631.37
CUST_NMPI4E,Email Campaign,Loyalty Programs,0.02,0.018000000000000002,3227.15
CUST_K9BHDT,Email Campaign,Discounts,0.38,0.3496,3156.17
CUST_FK47DE,Loyalty Program,VIP Treatment,0.62,0.527,9365.19
CUST_5AJLIP,Email Campaign,Standard Communication,0.19,0.19,3714.49
CUST_6D10GO,Email Campaign,Discounts,0.53,0.48760000000000003,7129.6
CUST_D86JU9,Loyalty Program,VIP Treatment,0.96,0.816,7586.43
CUST_E93HKS,Email Campaign,Re-engagement Campaign,0.05,0.044000000000000004,9951.06
CUST_TK22YT,Email Campaign,Standard Communication,0.85,0.85,3851.58
CUST_7BLH5G,Loyalty Program,Standard Communication,0.73,0.73,1430.78
CUST_1XNLTD,Loyalty Program,Re-engagement Campaign,0.18,0.15839999999999999,912.96
CUST_9IV4EZ,Discount,Standard Communication,0.79,0.79,2125.09
CUST_HEFSQ7,Email Campaign,Discounts,0.53,0.48760000000000003,2639.03
CUST_S63V9H,Discount,Discounts,0.33,0.30360000000000004,3973.22
CUST_IKLFBS,Loyalty Program,VIP Treatment,0.79,0.6715,6799.83
CUST_GP08XT,Discount,Discounts,0.54,0.4968000000000001,3177.84
CUST_PDT8ZL,Email Campaign,Discounts,0.55,0.5060000000000001,4794.64
CUST_AMRHNY,Email Campaign,Discounts,0.3,0.276,7603.09
CUST_CJCBNM,Loyalty Program,VIP Treatment,0.66,0.561,9282.16
CUST_C95HIZ,Email Campaign,Discounts,0.47,0.4324,6036.03
CUST_XNM16I,Email Campaign,Standard Communication,0.9,0.9,2435.72
CUST_2TIGYN,Email Campaign,Discounts,0.54,0.4968000000000001,6575.83
CUST_GAWCWY,Loyalty Program,Re-engagement Campaign,0.25,0.22,9256.83
CUST_XQ6I3N,Email Campaign,Discounts,0.33,0.30360000000000004,8429.53
CUST_75MUKG,Discount,VIP Treatment,0.87,0.7394999999999999,6932.26
CUST_QOWUAQ,Discount,Discounts,0.45,0.41400000000000003,6065.48
CUST_6TF6GU,Discount,Re-engagement Campaign,0.26,0.2288,4823.69
CUST_PCOV0H,Discount,Standard Communication,0.18,0.18,5789.34
CUST_4KBV4A,Email Campaign,Standard Communication,0.93,0.93,4892.23
CUST_S8UWS3,Email Campaign,VIP Treatment,0.78,0.663,9787.02
CUST_6HVZKP,Discount,Discounts,0.34,0.3128,2491.4
CUST_P80KMO,Email Campaign,Discounts,0.59,0.5428,6630.15
CUST_XAVLCN,Loyalty Program,Standard Communication,0.93,0.93,3102.2
CUST_EC89AI,Email Campaign,Standard Communication,0.93,0.93,6177.69
CUST_9ATW7P,Email Campaign,Re-engagement Campaign,0.72,0.6335999999999999,4680.9
CUST_JMJ2L4,Discount,VIP Treatment,0.81,0.6885,9203.9
CUST_8S3F9Q,Email Campaign,Standard Communication,0.86,0.86,216.49
CUST_S59ZVC,Email Campaign,Standard Communication,0.75,0.75,2068.61
CUST_7U8SJ4,Discount,Loyalty Programs,0.05,0.045000000000000005,1283.92
CUST_YN7PNG,Loyalty Program,Re-engagement Campaign,0.04,0.0352,584.77
CUST_8ELQUS,Discount,Discounts,0.41,0.3772,5120.0
CUST_BBUJXY,Email Campaign,Standard Communication,0.82,0.82,4571.41
CUST_WBZ5LC,Discount,Discounts,0.47,0.4324,1670.41
CUST_2XMYNS,Loyalty Program,Standard Communication,0.26,0.26,7942.31
CUST_LL1FJ2,Email Campaign,Standard Communication,0.08,0.08,2148.1
CUST_MG0Z33,Discount,VIP Treatment,0.74,0.629,7342.06
CUST_NKMQR0,Discount,Loyalty Programs,0.0,0.0,6592.73
CUST_JOKIBK,Discount,VIP Treatment,0.82,0.697,9136.92
CUST_A7N5R1,Discount,Standard Communication,0.72,0.72,645.52
CUST_0DXU2P,Email Campaign,Standard Communication,0.65,0.65,6088.26
CUST_8ILHGO,Loyalty Program,Discounts,0.41,0.3772,5458.71
CUST_U30P9Y,Loyalty Program,Discounts,0.33,0.30360000000000004,9223.01
CUST_H4NZX3,Discount,Discounts,0.44,0.4048,1330.77
CUST_TREEWW,Loyalty Program,Standard Communication,0.93,0.93,6013.66
CUST_72CG91,Email Campaign,Re-engagement Campaign,0.21,0.1848,6447.26
CUST_YE5YLZ,Email Campaign,VIP Treatment,0.68,0.5780000000000001,8015.51
CUST_YYU9A1,Loyalty Program,Discounts,0.42,0.3864,6100.11
CUST_N38XEX,Email Campaign,Standard Communication,0.12,0.12,1468.85
CUST_EK83JD,Discount,Discounts,0.48,0.4416,4224.06
CUST_QK15C0,Loyalty Program,VIP Treatment,0.92,0.782,9731.5
CUST_DLBL31,Discount,Standard Communication,0.17,0.17,8657.36
CUST_TLHE6T,Email Campaign,Re-engagement Campaign,0.82,0.7215999999999999,2098.94
CUST_0P9DTA,Loyalty Program,Discounts,0.54,0.4968000000000001,636.24
CUST_K3DVN0,Email Campaign,Standard Communication,0.1,0.1,8692.88
CUST_TO8WIK,Loyalty Program,Re-engagement Campaign,0.19,0.16720000000000002,3542.29
CUST_0FAGB3,Loyalty Program,Discounts,0.56,0.5152000000000001,749.52
CUST_N6CXK1,Discount,Loyalty Programs,0.15,0.135,742.22
CUST_NOIWPM,Loyalty Program,Loyalty Programs,0.28,0.25200000000000006,813.3
CUST_X74SYX,Discount,Standard Communication,0.8,0.8,2213.8
CUST_BBJGAS,Email Campaign,Re-engagement Campaign,0.24,0.2112,9308.56
CUST_V24AWH,Loyalty Program,Loyalty Programs,0.07,0.06300000000000001,6515.8
CUST_EX8M9C,Discount,Discounts,0.51,0.4692,5877.22
CUST_WHLP8S,Discount,Discounts,0.32,0.2944,471.17
CUST_BWIU6W,Loyalty Program,Standard Communication,0.19,0.19,2741.98
CUST_APC3WL,Email Campaign,Standard Communication,0.66,0.66,5834.38
CUST_BCCFX7,Discount,Re-engagement Campaign,0.86,0.7568,5403.76
CUST_7P9363,Loyalty Program,Loyalty Programs,0.2,0.18000000000000002,3994.74
CUST_S1SFJA,Loyalty Program,Discounts,0.53,0.48760000000000003,4702.87
CUST_IDIWUU,Discount,VIP Treatment,0.7,0.595,8093.23
CUST_EMO4IB,Email Campaign,VIP Treatment,0.91,0.7735,7283.06
CUST_TUSUUI,Discount,Discounts,0.51,0.4692,6070.18
CUST_30POUR,Loyalty Program,Standard Communication,0.22,0.22,3907.54
CUST_9BQOLL,Loyalty Program,Re-engagement Campaign,0.93,0.8184,6151.82
CUST_VVH9C9,Discount,Discounts,0.33,0.30360000000000004,2410.52
CUST_QYTH56,Loyalty Program,VIP Treatment,0.76,0.646,9151.55
CUST_7R4102,Email Campaign,Discounts,0.34,0.3128,6078.39
CUST_HCBMJC,Loyalty Program,Standard Communication,0.79,0.79,2599.0
CUST_FQ40D3,Loyalty Program,Discounts,0.5,0.46,7050.89
CUST_4XRMBW,Discount,Loyalty Programs,0.01,0.009000000000000001,6266.23
CUST_F9K6SL,Email Campaign,Standard Communication,0.07,0.07,8286.01
CUST_DPVAVL,Loyalty Program,Standard Communication,0.22,0.22,764.44
CUST_4T6VXZ,Loyalty Program,Discounts,0.36,0.3312,5959.78
CUST_ZY47IB,Loyalty Program,Loyalty Programs,0.24,0.216,9654.25
CUST_MQDSPN,Discount,Standard Communication,0.08,0.08,1980.45
CUST_A2UOU3,Email Campaign,Discounts,0.35,0.322,983.95
CUST_EADHDS,Discount,Loyalty Programs,0.12,0.108,583.3
CUST_S667U9,Email Campaign,Standard Communication,0.29,0.29,9365.42
CUST_DKC54Q,Email Campaign,Standard Communication,0.78,0.78,2703.94
CUST_WAH34Z,Email Campaign,Re-engagement Campaign,0.89,0.7832,137.84
CUST_FP2PRX,Loyalty Program,Standard Communication,0.13,0.13,6398.01
CUST_VF7WCA,Discount,Re-engagement Campaign,0.61,0.5367999999999999,268.39
CUST_1X8X4P,Discount,VIP Treatment,0.84,0.714,9600.5
CUST_7NPDLZ,Discount,Standard Communication,0.12,0.12,611.36
CUST_6HNYK7,Discount,Standard Communication,0.02,0.02,4199.74
CUST_CE915H,Email Campaign,Standard Communication,0.79,0.79,6175.21
CUST_QGYGVA,Email Campaign,Standard Communication,0.09,0.09,3240.25
CUST_NZ0K6T,Loyalty Program,Discounts,0.45,0.41400000000000003,9795.05
CUST_IVTGAS,Email Campaign,Discounts,0.52,0.47840000000000005,7245.07
CUST_9EXSSW,Email Campaign,VIP Treatment,0.6,0.51,8886.99
CUST_NMY8YH,Loyalty Program,Discounts,0.58,0.5336,3160.47
CUST_RKL79G,Discount,Standard Communication,0.16,0.16,5640.84
CUST_H77C1R,Loyalty Program,VIP Treatment,0.62,0.527,6825.62
CUST_BNLJSI,Discount,Standard Communication,0.16,0.16,4712.29
CUST_HOU60I,Loyalty Program,Standard Communication,0.19,0.19,973.27
CUST_LZAHJC,Discount,Discounts,0.54,0.4968000000000001,5979.0
CUST_XMTZ8X,Email Campaign,VIP Treatment,0.62,0.527,6916.43
CUST_EPHB2H,Discount,VIP Treatment,0.89,0.7565,7729.33
CUST_7DCQPL,Loyalty Program,Discounts,0.41,0.3772,9785.26
CUST_5SZMHJ,Loyalty Program,Discounts,0.52,0.47840000000000005,280.44
CUST_OV7EF7,Discount,Loyalty Programs,0.25,0.225,2473.27
CUST_QXD5HM,Email Campaign,Discounts,0.5,0.46,4856.25
CUST_QYMY42,Email Campaign,Standard Communication,0.18,0.18,473.48
CUST_TLTE8S,Email Campaign,Discounts,0.54,0.4968000000000001,9338.17
CUST_N781P1,Loyalty Program,Standard Communication,0.63,0.63,1163.68
CUST_OUT58L,Loyalty Program,VIP Treatment,0.66,0.561,7757.23
CUST_G188LB,Email Campaign,Standard Communication,0.95,0.95,495.36
CUST_YC526K,Discount,Standard Communication,0.2,0.2,9995.1
CUST_DVJ5HE,Email Campaign,Loyalty Programs,0.23,0.20700000000000002,5323.01
CUST_IINFCX,Email Campaign,Standard Communication,0.61,0.61,105.17
CUST_Y2X7PV,Loyalty Program,Re-engagement Campaign,0.09,0.07919999999999999,5320.61
CUST_XDE496,Email Campaign,VIP Treatment,0.81,0.6885,8287.52
CUST_V3JN1Q,Email Campaign,Standard Communication,0.68,0.68,338.55
CUST_T42BGU,Loyalty Program,Standard Communication,0.26,0.26,9597.11
CUST_SVR4PR,Discount,Standard Communication,0.91,0.91,419.64
CUST_VKH8K3,Loyalty Program,Loyalty Programs,0.2,0.18000000000000002,7044.12
CUST_W7DRAC,Loyalty Program,Standard Communication,0.19,0.19,4027.37
CUST_IMR891,Discount,VIP Treatment,0.83,0.7054999999999999,7072.91
CUST_IEIRZB,Loyalty Program,VIP Treatment,0.77,0.6545,8279.93
CUST_EU7EN3,Loyalty Program,Re-engagement Campaign,0.21,0.1848,6323.65
CUST_HQHCLK,Loyalty Program,Re-engagement Campaign,0.92,0.8096,4397.15
CUST_U98LW5,Discount,Standard Communication,0.85,0.85,1025.64
CUST_BDT148,Loyalty Program,VIP Treatment,0.88,0.748,9569.97
CUST_648VCA,Email Campaign,Standard Communication,0.88,0.88,3728.15
CUST_1SXBGW,Loyalty Program,Re-engagement Campaign,0.12,0.1056,6986.44
CUST_4LXL9P,Loyalty Program,VIP Treatment,0.68,0.5780000000000001,6751.35
CUST_OX9YYS,Discount,Discounts,0.55,0.5060000000000001,5347.8
CUST_7CHHGN,Email Campaign,VIP Treatment,0.78,0.663,7639.92
CUST_ZFSNC9,Email Campaign,Re-engagement Campaign,0.12,0.1056,5268.72
CUST_BVXUAI,Loyalty Program,Discounts,0.4,0.36800000000000005,4446.1
CUST_49BD33,Email Campaign,Re-engagement Campaign,0.23,0.2024,7514.53
CUST_W6FAS4,Email Campaign,Re-engagement Campaign,0.7,0.616,5135.48
CUST_JJ8LWE,Discount,Discounts,0.54,0.4968000000000001,5919.67
CUST_GHWGY3,Email Campaign,Standard Communication,0.87,0.87,6610.44
CUST_UQYCSR,Email Campaign,Standard Communication,0.0,0.0,1122.61
CUST_GXGVQI,Loyalty Program,Re-engagement Campaign,0.09,0.07919999999999999,2063.09
CUST_4J6DF0,Discount,Standard Communication,0.22,0.22,3185.98
CUST_GMVPRJ,Email Campaign,Loyalty Programs,0.05,0.045000000000000005,7641.64
CUST_LM5QXD,Email Campaign,VIP Treatment,0.77,0.6545,6761.66
CUST_7BHI4X,Discount,Standard Communication,0.07,0.07,7864.33
CUST_39IBYG,Discount,Standard Communication,0.11,0.11,6371.72
CUST_JH0UVW,Email Campaign,Standard Communication,0.77,0.77,4901.82
CUST_UGUKAF,Discount,Re-engagement Campaign,0.94,0.8271999999999999,118.38
CUST_66I9CN,Loyalty Program,Standard Communication,0.24,0.24,1549.59
CUST_166IQF,Email Campaign,VIP Treatment,0.87,0.7394999999999999,8499.93
CUST_JD5MH0,Email Campaign,Discounts,0.41,0.3772,1980.44
CUST_UDYJ8S,Discount,Discounts,0.58,0.5336,6137.68
CUST_WHRUBX,Discount,VIP Treatment,0.84,0.714,7652.38
CUST_4BFMZQ,Loyalty Program,Loyalty Programs,0.05,0.045000000000000005,6277.66
CUST_YLPJSU,Loyalty Program,Standard Communication,0.12,0.12,6262.99
CUST_MM26NQ,Discount,Discounts,0.36,0.3312,9843.46
CUST_B82JRN,Loyalty Program,Standard Communication,0.22,0.22,8604.51
CUST_CGED8P,Loyalty Program,Re-engagement Campaign,0.64,0.5632,5763.03
CUST_NFVHH2,Email Campaign,Discounts,0.31,0.2852,7922.73
CUST_S6S0T6,Email Campaign,VIP Treatment,0.9,0.765,8101.1
CUST_M50DPH,Email Campaign,Re-engagement Campaign,0.94,0.8271999999999999,1253.83
CUST_ALT1IX,Email Campaign,Discounts,0.53,0.48760000000000003,2414.86
CUST_5LEXU1,Email Campaign,Standard Communication,0.94,0.94,209.27
CUST_31ZKUS,Discount,VIP Treatment,0.99,0.8415,8399.95
CUST_KRO2H6,Email Campaign,VIP Treatment,0.82,0.697,8498.76
CUST_TJRW0V,Loyalty Program,Discounts,0.34,0.3128,5976.68
CUST_E1HPE8,Email Campaign,Standard Communication,0.15,0.15,9774.97
CUST_MC05PZ,Email Campaign,Discounts,0.55,0.5060000000000001,4886.51
CUST_AVNI66,Email Campaign,VIP Treatment,0.76,0.646,9159.53
CUST_4TSTHK,Discount,Standard Communication,0.26,0.26,5891.38
CUST_V4UV84,Email Campaign,Standard Communication,0.91,0.91,6330.54
CUST_N3GW80,Email Campaign,Standard Communication,0.19,0.19,9250.4
CUST_BX7TKR,Discount,Standard Communication,0.89,0.89,3942.33
CUST_YT2NR9,Email Campaign,VIP Treatment,0.71,0.6034999999999999,8333.59
CUST_S58UGX,Email Campaign,Discounts,0.49,0.45080000000000003,4821.85
CUST_FI6QT3,Loyalty Program,Re-engagement Campaign,0.8,0.7040000000000001,1856.52
CUST_9YUHWL,Loyalty Program,Re-engagement Campaign,0.02,0.0176,1012.13
CUST_KIFMVX,Discount,Discounts,0.51,0.4692,8686.05
CUST_E36WHY,Email Campaign,Discounts,0.38,0.3496,8338.4
CUST_XZVF17,Loyalty Program,Discounts,0.54,0.4968000000000001,7110.31
CUST_PQRHXV,Email Campaign,Standard Communication,0.93,0.93,5958.67
CUST_2WK67O,Email Campaign,Standard Communication,0.94,0.94,6357.66
CUST_H6N3AA,Discount,Discounts,0.42,0.3864,3142.27
CUST_VE2AV2,Loyalty Program,VIP Treatment,0.68,0.5780000000000001,8083.25
CUST_5UM9AE,Loyalty Program,Discounts,0.48,0.4416,3199.16
CUST_T3XOS6,Email Campaign,VIP Treatment,0.88,0.748,9197.43
CUST_RNUORA,Loyalty Program,Discounts,0.36,0.3312,5373.96
CUST_P7394S,Discount,Standard Communication,0.17,0.17,1583.0
CUST_LGDNVC,Discount,Standard Communication,0.19,0.19,3137.6
CUST_XD1NBW,Email Campaign,Standard Communication,0.18,0.18,2117.39
CUST_KKFMTV,Loyalty Program,VIP Treatment,0.95,0.8075,7423.46
CUST_A3UCTU,Loyalty Program,Standard Communication,0.25,0.25,7969.05
CUST_GLT4WP,Discount,Standard Communication,0.11,0.11,1728.28
CUST_I1P954,Loyalty Program,Standard Communication,0.04,0.04,3440.76
CUST_36SD24,Email Campaign,Discounts,0.39,0.3588,3787.8
CUST_GYMHX9,Discount,Re-engagement Campaign,0.13,0.1144,8289.92
CUST_OVE9GV,Discount,Discounts,0.35,0.322,5319.03
CUST_78LF88,Discount,VIP Treatment,0.62,0.527,8125.25
CUST_1KXC4H,Loyalty Program,Standard Communication,0.12,0.12,6477.83
CUST_U72Z7A,Email Campaign,Standard Communication,0.25,0.25,7328.39
CUST_LXI35K,Discount,Standard Communication,0.89,0.89,6252.22
CUST_BVZN6A,Discount,Standard Communication,0.99,0.99,6449.93
CUST_XFMEP3,Discount,Discounts,0.5,0.46,714.63
CUST_DZ48ZO,Loyalty Program,Discounts,0.55,0.5060000000000001,3044.54
CUST_MCEAY4,Discount,Standard Communication,0.12,0.12,5639.35
CUST_DVPHB4,Discount,Discounts,0.37,0.34040000000000004,3363.19
CUST_5UT760,Email Campaign,Standard Communication,0.1,0.1,2787.4
CUST_E5CKK2,Loyalty Program,Discounts,0.49,0.45080000000000003,1472.09
CUST_T5ACQL,Email Campaign,Discounts,0.35,0.322,5823.73
CUST_3R5QT8,Discount,Standard Communication,0.94,0.94,5106.86
CUST_GTJ3MG,Discount,Standard Communication,0.61,0.61,6595.58
CUST_5JBV6U,Email Campaign,Standard Communication,0.7,0.7,606.77
CUST_87DEVY,Loyalty Program,Loyalty Programs,0.14,0.12600000000000003,212.85
CUST_7UOY43,Discount,Standard Communication,0.78,0.78,3096.53
CUST_QI2L78,Email Campaign,VIP Treatment,0.75,0.6375,8227.74
CUST_H20OM2,Discount,Standard Communication,0.13,0.13,5489.21
CUST_HS5T3Z,Email Campaign,Discounts,0.5,0.46,9267.5
CUST_USEEH3,Email Campaign,Standard Communication,0.82,0.82,1933.54
CUST_QVJ6KY,Email Campaign,Discounts,0.32,0.2944,6181.16
CUST_BMWABU,Loyalty Program,Discounts,0.54,0.4968000000000001,1506.47
CUST_M5F09Q,Loyalty Program,Discounts,0.31,0.2852,1117.54
CUST_YM0CE5,Loyalty Program,Discounts,0.42,0.3864,3280.01
CUST_0DZUWC,Loyalty Program,Discounts,0.4,0.36800000000000005,2779.99
CUST_PRJTYY,Loyalty Program,Standard Communication,0.16,0.16,3931.61
CUST_8XPBT6,Loyalty Program,Standard Communication,0.19,0.19,3403.31
CUST_LFHUX1,Discount,Standard Communication,0.99,0.99,5539.05
CUST_V8WYT4,Email Campaign,Standard Communication,0.17,0.17,3533.77
CUST_39CN1G,Email Campaign,Discounts,0.54,0.4968000000000001,7295.13
CUST_A90ZMN,Email Campaign,Standard Communication,0.16,0.16,2852.97
CUST_XJHUAS,Loyalty Program,Standard Communication,0.73,0.73,3813.95
CUST_41NLAY,Discount,VIP Treatment,0.76,0.646,9680.16
CUST_HQMSVH,Loyalty Program,Standard Communication,0.75,0.75,2290.61
CUST_WI9L1X,Email Campaign,Standard Communication,0.97,0.97,5235.86
CUST_O5UDDR,Loyalty Program,Discounts,0.4,0.36800000000000005,3164.7
CUST_48RQIU,Email Campaign,Loyalty Programs,0.1,0.09000000000000001,1168.71
CUST_SSL1WM,Email Campaign,Re-engagement Campaign,0.66,0.5808,1449.84
CUST_RGHV5C,Discount,Re-engagement Campaign,0.97,0.8536,1704.01
CUST_8R0FRD,Loyalty Program,Loyalty Programs,0.18,0.162,1113.31
CUST_MPAATI,Loyalty Program,Re-engagement Campaign,0.93,0.8184,280.85
CUST_VLUT27,Email Campaign,Loyalty Programs,0.08,0.07200000000000001,1046.53
CUST_6V2XCO,Loyalty Program,Standard Communication,0.77,0.77,2838.25
CUST_9T3DRM,Discount,Discounts,0.47,0.4324,8353.33
CUST_8LF3IW,Loyalty Program,Standard Communication,0.98,0.98,3555.87
CUST_HHHYOZ,Loyalty Program,Re-engagement Campaign,0.73,0.6424,6690.03
CUST_EFFNTF,Loyalty Program,Loyalty Programs,0.07,0.06300000000000001,3409.15
CUST_C8SP1Q,Loyalty Program,Standard Communication,0.04,0.04,5439.03
CUST_MXNXW6,Email Campaign,Re-engagement Campaign,0.11,0.0968,9994.99
CUST_JSW31R,Discount,Standard Communication,0.25,0.25,2867.95
CUST_76D8W8,Email Campaign,Standard Communication,0.92,0.92,1220.11
CUST_KH6WWS,Discount,Discounts,0.35,0.322,1545.59
CUST_TBUVKK,Discount,VIP Treatment,0.98,0.833,7322.0
CUST_QZRYRQ,Loyalty Program,Discounts,0.59,0.5428,6920.43
CUST_IP2EAM,Discount,Standard Communication,0.68,0.68,359.79
CUST_9NUHOD,Email Campaign,Discounts,0.46,0.4232,4297.24
CUST_G6YRJ3,Discount,Standard Communication,0.26,0.26,2446.43
CUST_BQDDIB,Email Campaign,Standard Communication,0.91,0.91,1390.42
CUST_6GVC6S,Email Campaign,Standard Communication,0.94,0.94,5328.87
CUST_BA58QJ,Loyalty Program,Discounts,0.42,0.3864,3473.77
CUST_NM59UY,Loyalty Program,Standard Communication,0.92,0.92,5783.02
CUST_HWHMEV,Discount,VIP Treatment,0.9,0.765,7605.44
CUST_B7EDVY,Email Campaign,Discounts,0.5,0.46,2996.67
CUST_LLFKTU,Loyalty Program,Standard Communication,0.81,0.81,3101.41
CUST_Z266BY,Email Campaign,Discounts,0.39,0.3588,851.7
